,cancel_rate,iso_region,month,name,num_cancelled,num_flights,origin
102,0.0378378378378,US-NC,1,Wilmington International Airport,7,185,ILM
103,0.0287425149701,US-IN,1,Indianapolis International Airport,96,3340,IND
104,0.0349514563107,US-NY,1,Long Island Mac Arthur Airport,36,1030,ISP
105,0.05,US-NY,1,Ithaca Tompkins Regional Airport,6,120,ITH
106,0.0,US-HI,1,Hilo International Airport,0,441,ITO
107,0.0,US-WY,1,Jackson Hole Airport,0,128,JAC
108,0.0315315315315,US-MS,1,Jackson-Medgar Wiley Evers International Airport,28,888,JAN
109,0.0201173512154,US-FL,1,Jacksonville International Airport,48,2386,JAX
110,0.0608726880948,US-NY,1,John F Kennedy International Airport,339,5569,JFK
111,0.0451612903226,US-AK,1,Juneau International Airport,14,310,JNU
112,0.0041095890411,US-HI,1,Kona International At Keahole Airport,3,730,KOA
113,0.0215053763441,US-AK,1,Ketchikan International Airport,4,186,KTN
114,0.0191387559809,US-MI,1,Capital City Airport,4,209,LAN
115,0.0186835790195,US-NV,1,McCarran International Airport,218,11668,LAS
116,0.0599078341014,US-OK,1,Lawton Fort Sill Regional Airport,13,217,LAW
117,0.0489944269445,US-CA,1,Los Angeles International Airport,1011,20635,LAX
118,0.0508701472557,US-TX,1,Lubbock Preston Smith International Airport,38,747,LBB
119,0.036496350365,US-KY,1,Blue Grass Airport,10,274,LEX
120,0.0714285714286,US-LA,1,Lafayette Regional Airport,13,182,LFT
121,0.0842000542643,US-NY,1,La Guardia Airport,931,11057,LGA
122,0.0343511450382,US-CA,1,Long Beach /Daugherty Field/ Airport,9,262,LGB
123,0.0328068043742,US-HI,1,Lihue Airport,27,823,LIH
124,0.0183688464364,US-AR,1,Bill & Hillary Clinton National Airport/Adams Field,25,1361,LIT
125,0.021978021978,US-NE,1,Lincoln Airport,4,182,LNK
126,0.0519480519481,US-TX,1,Laredo International Airport,8,154,LRD
127,0.0445544554455,US-WI,1,La Crosse Municipal Airport,9,202,LSE
128,0.0262345679012,US-TX,1,Midland International Airport,17,648,MAF
129,0.027950310559,US-MI,1,MBS International Airport,9,322,MBS
130,0.0223894637817,US-MO,1,Kansas City International Airport,119,5315,MCI
131,0.0208583597248,US-FL,1,Orlando International Airport,191,9157,MCO
132,0.0681431005111,US-PA,1,Harrisburg International Airport,40,587,MDT
133,0.0155111633373,US-IL,1,Chicago Midway International Airport,66,4255,MDW
134,0.0250560195559,US-TN,1,Memphis International Airport,123,4909,MEM
135,0.0180722891566,US-TX,1,Mc Allen Miller International Airport,6,332,MFE
136,0.0241935483871,US-OR,1,Rogue Valley International Medford Airport,3,124,MFR
137,0.0212264150943,US-NH,1,Manchester Airport,27,1272,MHT
138,0.0227463019816,US-FL,1,Miami International Airport,163,7166,MIA
139,0.0545009185548,US-WI,1,General Mitchell International Airport,89,1633,MKE
140,0.0161290322581,US-FL,1,Melbourne International Airport,2,124,MLB
141,0.0276243093923,US-IL,1,Quad City International Airport,5,181,MLI
142,0.0327868852459,US-LA,1,Monroe Regional Airport,6,183,MLU
143,0.0380434782609,US-AL,1,Mobile Regional Airport,14,368,MOB
144,0.0215053763441,US-ND,1,Minot International Airport,2,93,MOT
145,0.0601092896175,US-CA,1,Monterey Peninsula Airport,11,183,MRY
146,0.0726351351351,US-WI,1,Dane County Regional Truax Field,43,592,MSN
147,0.0189873417722,US-MT,1,Missoula International Airport,3,158,MSO
148,0.0344282744283,US-MN,1,Minneapolis-St Paul International/Wold-Chamberlain Airport,414,12025,MSP
149,0.0116461366181,US-LA,1,Louis Armstrong New Orleans International Airport,52,4465,MSY
150,0.0,US-CO,1,Montrose Regional Airport,0,70,MTJ
151,0.00529100529101,US-SC,1,Myrtle Beach International Airport,1,189,MYR
152,0.0204958032403,US-CA,1,Metropolitan Oakland International Airport,105,5123,OAK
153,0.0149965916837,US-HI,1,Kahului Airport,22,1467,OGG
154,0.026762738034,US-OK,1,Will Rogers World Airport,52,1943,OKC
155,0.0244974874372,US-NE,1,Eppley Airfield,39,1592,OMA
156,0.0253164556962,US-AK,1,Nome Airport,2,79,OME
157,0.0250411861614,US-CA,1,Ontario International Airport,76,3035,ONT
158,0.0592896082349,US-IL,1,Chicago O'Hare International Airport,1751,29533,ORD
159,0.0472388556221,US-VA,1,Norfolk International Airport,71,1503,ORF
160,0.204301075269,US-MA,1,Worcester Regional Airport,19,93,ORH
161,0.0657894736842,US-AK,1,Ralph Wien Memorial Airport,5,76,OTZ
162,0.0234082397004,US-FL,1,Palm Beach International Airport,50,2136,PBI
163,0.0266611122683,US-OR,1,Portland International Airport,128,4801,PDX
164,0.0492359932088,US-PA,1,Philadelphia International Airport,522,10602,PHL
165,0.0280929555245,US-AZ,1,Phoenix Sky Harbor International Airport,463,16481,PHX
166,0.137931034483,US-IL,1,General Wayne A. Downing Peoria International Airport,24,174,PIA
167,0.0301641441057,US-PA,1,Pittsburgh International Airport,283,9382,PIT
168,0.0450819672131,US-FL,1,Pensacola Regional Airport,22,488,PNS
169,0.0165289256198,US-WA,1,Tri Cities Airport,2,121,PSC
170,0.112903225806,US-AK,1,Petersburg James A Johnson Airport,7,62,PSG
171,0.0543806646526,US-CA,1,Palm Springs International Airport,54,993,PSP
172,0.0333072100313,US-RI,1,Theodore Francis Green State Airport,85,2552,PVD
173,0.0863905325444,US-ME,1,Portland International Jetport Airport,73,845,PWM
174,0.0217391304348,US-SD,1,Rapid City Regional Airport,2,92,RAP
175,0.0277688085244,US-NC,1,Raleigh Durham International Airport,86,3097,RDU
176,0.0537764350453,US-VA,1,Richmond International Airport,89,1655,RIC
177,0.0114844746916,US-NV,1,Reno Tahoe International Airport,27,2351,RNO
178,0.0494505494505,US-VA,1,Roanoke–Blacksburg Regional Airport,9,182,ROA
179,0.0638029058749,US-NY,1,Greater Rochester International Airport,101,1583,ROC
180,0.0625,US-MN,1,Rochester International Airport,11,176,RST
181,0.0176738882554,US-FL,1,Southwest Florida International Airport,31,1754,RSW
182,0.0361578802098,US-CA,1,San Diego International Airport,262,7246,SAN
183,0.0204334365325,US-TX,1,San Antonio International Airport,66,3230,SAT
184,0.0429338103757,US-GA,1,Savannah Hilton Head International Airport,24,559,SAV
185,0.105454545455,US-CA,1,Santa Barbara Municipal Airport,58,550,SBA
186,0.0816326530612,US-IN,1,South Bend Regional Airport,16,196,SBN
187,0.0754716981132,US-CA,1,San Luis County Regional Airport,16,212,SBP
188,0.129032258065,US-AK,1,Deadhorse Airport,4,31,SCC
189,0.0167714884696,US-KY,1,Louisville International Standiford Field,32,1908,SDF
190,0.0293839981119,US-WA,1,Seattle Tacoma International Airport,249,8474,SEA
191,0.0626811594203,US-CA,1,San Francisco International Airport,692,11040,SFO
192,0.0592105263158,US-MO,1,Springfield Branson National Airport,27,456,SGF
193,0.0431654676259,US-LA,1,Shreveport Regional Airport,24,556,SHV
194,0.0,US-AK,1,Sitka Rocky Gutierrez Airport,0,93,SIT
195,0.0292536369386,US-CA,1,Norman Y. Mineta San Jose International Airport,185,6324,SJC
196,0.0798122065728,US-TX,1,San Angelo Regional Mathis Field,17,213,SJT
198,0.0392727272727,US-UT,1,Salt Lake City International Airport,270,6875,SLC
199,0.0225428313796,US-CA,1,Sacramento International Airport,75,3327,SMF
200,0.047261009667,US-CA,1,John Wayne Airport-Orange County Airport,176,3724,SNA
201,0.0752688172043,US-TX,1,Sheppard Air Force Base-Wichita Falls Municipal Airport,14,186,SPS
202,0.0306859205776,US-FL,1,Sarasota Bradenton International Airport,17,554,SRQ
203,0.0225069007007,US-MO,1,Lambert St Louis International Airport,318,14129,STL
206,0.0701754385965,US-IA,1,Sioux Gateway Col. Bud Day Field,4,57,SUX
207,0.054347826087,US-NY,1,Stewart International Airport,5,92,SWF
208,0.0464285714286,US-NY,1,Syracuse Hancock International Airport,52,1120,SYR
209,0.0451612903226,US-FL,1,Tallahassee Regional Airport,7,155,TLH
210,0.0813397129187,US-OH,1,Toledo Express Airport,17,209,TOL
211,0.0205307961943,US-FL,1,Tampa International Airport,123,5991,TPA
212,0.0322580645161,US-TN,1,Tri Cities Regional Tn Va Airport,3,93,TRI
213,0.0276104417671,US-OK,1,Tulsa International Airport,55,1992,TUL
214,0.017877739331,US-AZ,1,Tucson International Airport,31,1734,TUS
215,0.058064516129,US-MI,1,Cherry Capital Airport,9,155,TVC
216,0.0596026490066,US-AR,1,Texarkana Regional Webb Field,9,151,TXK
217,0.078853046595,US-TX,1,Tyler Pounds Regional Airport,22,279,TYR
218,0.0491228070175,US-TN,1,McGhee Tyson Airport,28,570,TYS
219,0.0161290322581,US-FL,1,Destin-Ft Walton Beach Airport,2,124,VPS
220,0.0806451612903,US-AK,1,Wrangell Airport,5,62,WRG
221,0.106830122592,US-AR,1,Northwest Arkansas Regional Airport,61,571,XNA
222,0.0,US-AK,1,Yakutat Airport,0,62,YAK
0,0.037652696701,,1,US average,19847,527107,
0,0.0580149900153,,1,Northeast,4474,77118,
0,0.0311606775717,,1,South,6214,199418,
0,0.0408324090829,,1,Midwest,4197,102786,
0,0.0335758026863,,1,West,4962,147785,
223,0.0491452991453,US-PA,2,Lehigh Valley International Airport,23,468,ABE
224,0.0700934579439,US-TX,2,Abilene Regional Airport,15,214,ABI
225,0.0175307721,US-NM,2,Albuquerque International Sunport Airport,47,2681,ABQ
226,0.0604651162791,US-TX,2,Waco Regional Airport,13,215,ACT
227,0.0892857142857,US-AK,2,Kodiak Airport,5,56,ADQ
228,0.0386740331492,US-NY,2,Albany International Airport,49,1267,ALB
229,0.0691699604743,US-TX,2,Rick Husband Amarillo International Airport,35,506,AMA
230,0.0467075038285,US-AK,2,Ted Stevens Anchorage International Airport,61,1306,ANC
231,0.0238095238095,US-FL,2,Naples Municipal Airport,2,84,APF
232,0.032557201895,US-GA,2,Hartsfield Jackson Atlanta International Airport,646,19842,ATL
233,0.0164228127799,US-TX,2,Austin Robert Mueller Municipal,55,3349,AUS
234,0.0178571428571,US-NC,2,Asheville Regional Airport,2,112,AVL
235,0.0357142857143,US-PA,2,Wilkes Barre Scranton International Airport,4,112,AVP
236,0.0901639344262,US-MI,2,Kalamazoo Battle Creek International Airport,22,244,AZO
237,0.0451048951049,US-CT,2,Bradley International Airport,129,2860,BDL
238,0.0714285714286,US-AK,2,Bethel Airport,6,84,BET
239,0.0892857142857,US-CA,2,Meadows Field,15,168,BFL
240,0.0535714285714,US-NY,2,Greater Binghamton/Edwin A Link field,3,56,BGM
241,0.114754098361,US-ME,2,Bangor International Airport,28,244,BGR
242,0.0106382978723,US-AL,2,Birmingham-Shuttlesworth International Airport,16,1504,BHM
243,0.0107142857143,US-MT,2,Billings Logan International Airport,3,280,BIL
244,0.00925925925926,US-ND,2,Bismarck Municipal Airport,1,108,BIS
245,0.102941176471,US-IL,2,Central Illinois Regional Airport at Bloomington-Normal,14,136,BMI
246,0.013925729443,US-TN,2,Nashville International Airport,63,4524,BNA
247,0.0156412930136,US-ID,2,Boise Air Terminal/Gowen field,15,959,BOI
248,0.0701787218115,US-MA,2,General Edward Lawrence Logan International Airport,750,10687,BOS
249,0.0441176470588,US-TX,2,Southeast Texas Regional Airport,6,136,BPT
251,0.0,US-TX,2,Brownsville South Padre Island International Airport,0,28,BRO
252,0.0294117647059,US-AK,2,Wiley Post Will Rogers Memorial Airport,2,68,BRW
253,0.0278884462151,US-LA,2,"Baton Rouge Metropolitan, Ryan Field",14,502,BTR
254,0.0449438202247,US-VT,2,Burlington International Airport,16,356,BTV
255,0.0394265232975,US-NY,2,Buffalo Niagara International Airport,66,1674,BUF
256,0.0316091954023,US-CA,2,Bob Hope Airport,66,2088,BUR
257,0.0178847143592,US-MD,2,Baltimore/Washington International Thurgood Marshall Airport,139,7772,BWI
258,0.00694444444444,US-MT,2,Gallatin Field,1,144,BZN
259,0.0528052805281,US-SC,2,Columbia Metropolitan Airport,16,303,CAE
260,0.0740740740741,US-OH,2,Akron Canton Regional Airport,6,81,CAK
261,0.0535714285714,US-AK,2,Merle K (Mudhole) Smith Airport,3,56,CDV
262,0.0365853658537,US-TN,2,Lovell Field,6,164,CHA
263,0.0338345864662,US-SC,2,Charleston Air Force Base-International Airport,18,532,CHS
264,0.117753623188,US-IA,2,The Eastern Iowa Airport,65,552,CID
265,0.0305530776093,US-OH,2,Cleveland Hopkins International Airport,137,4484,CLE
266,0.0510204081633,US-TX,2,Easterwood Field,10,196,CLL
267,0.0276843978643,US-NC,2,Charlotte Douglas International Airport,280,10114,CLT
268,0.0325414904003,US-OH,2,Port Columbus International Airport,100,3073,CMH
269,0.075,US-IL,2,University of Illinois Willard Airport,12,160,CMI
270,0.0821759259259,US-CO,2,City of Colorado Springs Municipal Airport,71,864,COS
271,0.0327102803738,US-TX,2,Corpus Christi International Airport,14,428,CRP
272,0.0119047619048,US-WV,2,Yeager Airport,1,84,CRW
273,0.0333460365854,US-KY,2,Cincinnati Northern Kentucky International Airport,175,5248,CVG
274,0.0232558139535,US-FL,2,Daytona Beach International Airport,4,172,DAB
275,0.035779576913,US-TX,2,Dallas Love Field,137,3829,DAL
276,0.0491266375546,US-OH,2,James M Cox Dayton International Airport,45,916,DAY
277,0.192307692308,US-IA,2,Dubuque Regional Airport,20,104,DBQ
278,0.0722109533469,US-DC,2,Ronald Reagan Washington National Airport,534,7395,DCA
279,0.030551842658,US-CO,2,Denver International Airport,320,10474,DEN
280,0.0419715969777,US-TX,2,Dallas Fort Worth International Airport,1061,25279,DFW
281,0.0394736842105,US-MN,2,Duluth International Airport,6,152,DLH
282,0.03125,US-CO,2,Durango La Plata County Airport,1,32,DRO
283,0.0737463126844,US-IA,2,Des Moines International Airport,50,678,DSM
284,0.0338001383126,US-MI,2,Detroit Metropolitan Wayne County Airport,391,11568,DTW
285,0.285714285714,US-AK,2,Unalaska Airport,8,28,DUT
286,0.00340136054422,US-CO,2,Eagle County Regional Airport,1,294,EGE
287,0.036036036036,US-NY,2,Elmira Corning Regional Airport,4,111,ELM
288,0.0152492668622,US-TX,2,El Paso International Airport,26,1705,ELP
289,0.0446428571429,US-PA,2,Erie International Tom Ridge Field,5,112,ERI
290,0.047619047619,US-OR,2,Mahlon Sweet Field,8,168,EUG
291,0.0703125,US-IN,2,Evansville Regional Airport,9,128,EVV
292,0.0458696975847,US-NJ,2,Newark Liberty International Airport,452,9854,EWR
293,0.0724637681159,US-FL,2,Key West International Airport,20,276,EYW
294,0.0204081632653,US-AK,2,Fairbanks International Airport,7,343,FAI
295,0.0151515151515,US-ND,2,Hector International Airport,2,132,FAR
296,0.0322580645161,US-CA,2,Fresno Yosemite International Airport,8,248,FAT
297,0.135593220339,US-NC,2,Fayetteville Regional Grannis Field,8,59,FAY
298,0.00892857142857,US-MT,2,Glacier Park International Airport,1,112,FCA
299,0.0140271493213,US-FL,2,Fort Lauderdale Hollywood International Airport,62,4420,FLL
300,0.0238095238095,US-MI,2,Bishop International Airport,2,84,FNT
301,0.0201612903226,US-SD,2,Joe Foss Field Airport,5,248,FSD
302,0.0696721311475,US-AR,2,Fort Smith Regional Airport,17,244,FSM
303,0.0606060606061,US-IN,2,Fort Wayne International Airport,16,264,FWA
304,0.0200803212851,US-WA,2,Spokane International Airport,20,996,GEG
305,0.025,US-ND,2,Grand Forks International Airport,2,80,GFK
306,0.0642857142857,US-TX,2,East Texas Regional Airport,9,140,GGG
307,0.0,US-MS,2,Gulfport Biloxi International Airport,0,80,GPT
308,0.0586419753086,US-WI,2,Austin Straubel International Airport,19,324,GRB
309,0.0281690140845,US-MI,2,Gerald R. Ford International Airport,24,852,GRR
310,0.047981721249,US-NC,2,Piedmont Triad International Airport,63,1313,GSO
311,0.0472972972973,US-SC,2,Greenville Spartanburg International Airport,28,592,GSP
312,0.0119047619048,US-MT,2,Great Falls International Airport,2,168,GTF
313,0.0,US-CO,2,Gunnison Crested Butte Regional Airport,0,61,GUC
314,0.0128205128205,US-CO,2,Yampa Valley Airport,2,156,HDN
315,0.0178571428571,US-MT,2,Helena Regional Airport,1,56,HLN
316,0.0249520153551,US-HI,2,Honolulu International Airport,78,3126,HNL
317,0.0222174748985,US-TX,2,William P Hobby Airport,104,4681,HOU
318,0.157342657343,US-NY,2,Westchester County Airport,90,572,HPN
319,0.0330188679245,US-TX,2,Valley International Airport,14,424,HRL
320,0.0485829959514,US-AL,2,Huntsville International Carl T Jones Field,24,494,HSV
321,0.0383325347389,US-DC,2,Washington Dulles International Airport,160,4174,IAD
322,0.0096494682946,US-TX,2,George Bush Intercontinental Houston Airport,98,10156,IAH
323,0.0685358255452,US-KS,2,Wichita Mid Continent Airport,44,642,ICT
324,0.125,US-TX,2,Skylark Field,31,248,ILE
325,0.0357142857143,US-NC,2,Wilmington International Airport,6,168,ILM
326,0.0266351989211,US-IN,2,Indianapolis International Airport,79,2966,IND
327,0.0344444444444,US-NY,2,Long Island Mac Arthur Airport,31,900,ISP
328,0.036036036036,US-NY,2,Ithaca Tompkins Regional Airport,4,111,ITH
329,0.0178571428571,US-HI,2,Hilo International Airport,7,392,ITO
330,0.0,US-WY,2,Jackson Hole Airport,0,120,JAC
331,0.0260223048327,US-MS,2,Jackson-Medgar Wiley Evers International Airport,21,807,JAN
332,0.0182242990654,US-FL,2,Jacksonville International Airport,39,2140,JAX
333,0.070351758794,US-NY,2,John F Kennedy International Airport,350,4975,JFK
334,0.0857142857143,US-AK,2,Juneau International Airport,24,280,JNU
335,0.00771604938272,US-HI,2,Kona International At Keahole Airport,5,648,KOA
336,0.047619047619,US-AK,2,Ketchikan International Airport,8,168,KTN
337,0.0833333333333,US-MI,2,Capital City Airport,15,180,LAN
338,0.0139609470805,US-NV,2,McCarran International Airport,148,10601,LAS
339,0.112244897959,US-OK,2,Lawton Fort Sill Regional Airport,22,196,LAW
340,0.0446365847068,US-CA,2,Los Angeles International Airport,826,18505,LAX
341,0.0711111111111,US-TX,2,Lubbock Preston Smith International Airport,48,675,LBB
342,0.0524193548387,US-KY,2,Blue Grass Airport,13,248,LEX
343,0.015625,US-LA,2,Lafayette Regional Airport,3,192,LFT
344,0.0702597668235,US-NY,2,La Guardia Airport,687,9778,LGA
345,0.034188034188,US-CA,2,Long Beach /Daugherty Field/ Airport,8,234,LGB
346,0.039402173913,US-HI,2,Lihue Airport,29,736,LIH
347,0.0406374501992,US-AR,2,Bill & Hillary Clinton National Airport/Adams Field,51,1255,LIT
348,0.0243902439024,US-NE,2,Lincoln Airport,4,164,LNK
349,0.0178571428571,US-TX,2,Laredo International Airport,2,112,LRD
350,0.0606060606061,US-WI,2,La Crosse Municipal Airport,8,132,LSE
351,0.0431034482759,US-TX,2,Midland International Airport,25,580,MAF
352,0.0493421052632,US-MI,2,MBS International Airport,15,304,MBS
353,0.0284459318134,US-MO,2,Kansas City International Airport,136,4781,MCI
354,0.013671875,US-FL,2,Orlando International Airport,112,8192,MCO
355,0.0606060606061,US-PA,2,Harrisburg International Airport,32,528,MDT
356,0.0165354330709,US-IL,2,Chicago Midway International Airport,63,3810,MDW
357,0.0261022153981,US-TN,2,Memphis International Airport,119,4559,MEM
358,0.00334448160535,US-TX,2,Mc Allen Miller International Airport,1,299,MFE
359,0.0178571428571,US-OR,2,Rogue Valley International Medford Airport,2,112,MFR
360,0.0349344978166,US-NH,2,Manchester Airport,40,1145,MHT
361,0.0190330007675,US-FL,2,Miami International Airport,124,6515,MIA
362,0.0569105691057,US-WI,2,General Mitchell International Airport,84,1476,MKE
363,0.015873015873,US-FL,2,Melbourne International Airport,2,126,MLB
364,0.0426829268293,US-IL,2,Quad City International Airport,7,164,MLI
365,0.0357142857143,US-LA,2,Monroe Regional Airport,6,168,MLU
366,0.0535714285714,US-AL,2,Mobile Regional Airport,18,336,MOB
367,0.0357142857143,US-ND,2,Minot International Airport,3,84,MOT
368,0.0361445783133,US-CA,2,Monterey Peninsula Airport,6,166,MRY
369,0.0662983425414,US-WI,2,Dane County Regional Truax Field,36,543,MSN
370,0.0215827338129,US-MT,2,Missoula International Airport,3,139,MSO
371,0.046439628483,US-MN,2,Minneapolis-St Paul International/Wold-Chamberlain Airport,510,10982,MSP
372,0.00512820512821,US-LA,2,Louis Armstrong New Orleans International Airport,21,4095,MSY
